TIME,%CPU,MEM
2024-03-21 18:01:54,0.0,123.90625
2024-03-21 18:01:55,0.0,123.90625
2024-03-21 18:01:56,0.0,123.90625
2024-03-21 18:01:57,0.0,123.90625
2024-03-21 18:01:58,0.0,123.90625
2024-03-21 18:01:59,0.0,123.90625
2024-03-21 18:02:00,0.0,123.90625
2024-03-21 18:02:01,0.0,123.90625
2024-03-21 18:02:02,0.0,123.90625
2024-03-21 18:02:03,0.0,123.90625
2024-03-21 18:02:04,185.7,218.05859375
2024-03-21 18:02:05,736.1,329.7890625
2024-03-21 18:02:06,836.9,482.60546875
2024-03-21 18:02:07,601.2,405.9765625
2024-03-21 18:02:08,533.3,554.16796875
2024-03-21 18:02:09,621.8,648.24609375
2024-03-21 18:02:10,500.6,771.48046875
2024-03-21 18:02:11,802.8,621.38671875
2024-03-21 18:02:12,622.1,764.5234375
2024-03-21 18:02:13,853.1,1117.71484375
2024-03-21 18:02:14,890.5,1355.6953125
2024-03-21 18:02:15,921.4,1595.5390625
2024-03-21 18:02:16,851.5,1741.5
2024-03-21 18:02:17,850.7,1921.34375
2024-03-21 18:02:18,911.6,2050.25
2024-03-21 18:02:19,855.2,2174.73828125
2024-03-21 18:02:20,901.6,2369.73828125
2024-03-21 18:02:21,878.7,2510.67578125
2024-03-21 18:02:22,901.9,2642.08203125
2024-03-21 18:02:23,907.5,2808.48828125
2024-03-21 18:02:24,884.6,2968.0078125
2024-03-21 18:02:25,912.5,3170.0390625
2024-03-21 18:02:26,883.5,3368.4765625
2024-03-21 18:02:27,966.7,3515.3515625
2024-03-21 18:02:28,848.8,3715.1953125
2024-03-21 18:02:29,901.5,3989.7265625
2024-03-21 18:02:30,945.2,4132.6953125
2024-03-21 18:02:31,856.7,4349.98828125
2024-03-21 18:02:32,934.4,4567.64453125
2024-03-21 18:02:33,937.3,4737.17578125
2024-03-21 18:02:34,856.8,4702.8203125
2024-03-21 18:02:35,1024.3,4793.4453125
2024-03-21 18:02:36,944.2,4877.8203125
2024-03-21 18:02:37,970.3,4892.8203125
2024-03-21 18:02:38,860.4,4892.046875
2024-03-21 18:02:39,943.3,4987.671875
2024-03-21 18:02:40,930.5,5166.41796875
2024-03-21 18:02:41,987.0,5246.26171875
2024-03-21 18:02:42,820.6,4944.8515625
2024-03-21 18:02:43,972.3,4955.1640625
2024-03-21 18:02:44,931.3,4939.74609375
2024-03-21 18:02:45,930.5,4926.7109375
2024-03-21 18:02:46,978.8,4927.0234375
2024-03-21 18:02:47,842.7,4629.27734375
2024-03-21 18:02:48,972.5,4629.43359375
2024-03-21 18:02:49,921.2,4783.30859375
2024-03-21 18:02:50,982.2,4856.43359375
2024-03-21 18:02:51,953.4,4857.375
2024-03-21 18:02:52,866.4,4573.7109375
2024-03-21 18:02:53,1007.4,4575.5859375
2024-03-21 18:02:54,919.0,4724.40234375
2024-03-21 18:02:55,968.3,4814.08984375
2024-03-21 18:02:56,917.5,4805.0234375
2024-03-21 18:02:57,850.6,4508.41015625
2024-03-21 18:02:58,964.4,4510.12890625
2024-03-21 18:02:59,947.7,4617.7890625
2024-03-21 18:03:00,1015.5,4710.9140625
2024-03-21 18:03:01,897.6,4735.1640625
2024-03-21 18:03:02,825.1,4586.63671875
2024-03-21 18:03:03,998.6,4382.37109375
2024-03-21 18:03:04,934.5,4431.27734375
2024-03-21 18:03:05,977.1,4431.27734375
2024-03-21 18:03:06,811.6,4316.19140625
2024-03-21 18:03:07,940.5,4406.09375
2024-03-21 18:03:08,974.2,4423.59375
2024-03-21 18:03:09,819.5,4136.2265625
2024-03-21 18:03:10,916.0,4139.44140625
2024-03-21 18:03:11,988.2,4139.91015625
2024-03-21 18:03:12,942.3,4134.203125
2024-03-21 18:03:13,842.5,3795.29296875
2024-03-21 18:03:14,957.4,3795.29296875
2024-03-21 18:03:15,950.1,3845.76171875
2024-03-21 18:03:16,841.7,3715.9375
2024-03-21 18:03:17,922.7,3834.8046875
2024-03-21 18:03:18,970.0,3856.3671875
2024-03-21 18:03:19,808.4,3594.16015625
2024-03-21 18:03:20,939.5,3606.8671875
2024-03-21 18:03:21,820.5,3409.07421875
2024-03-21 18:03:22,891.6,3441.390625
2024-03-21 18:03:23,866.5,3505.921875
2024-03-21 18:03:24,941.6,3178.71875
2024-03-21 18:03:25,910.5,3202.5703125
2024-03-21 18:03:26,794.8,2984.890625
2024-03-21 18:03:27,948.5,3019.359375
2024-03-21 18:03:28,905.0,3032.2578125
2024-03-21 18:03:29,819.7,2763.6875
2024-03-21 18:03:30,905.5,2797.95703125
2024-03-21 18:03:31,915.3,2794.8984375
2024-03-21 18:03:32,839.7,2525.28515625
2024-03-21 18:03:33,900.5,2572.0859375
2024-03-21 18:03:34,845.3,2326.58984375
2024-03-21 18:03:35,922.5,2406.43359375
2024-03-21 18:03:36,805.7,2679.40234375
2024-03-21 18:03:37,953.3,2628.80078125
2024-03-21 18:03:38,944.4,2646.16015625
2024-03-21 18:03:39,820.7,2620.9453125
2024-03-21 18:03:40,899.4,2712.4453125
2024-03-21 18:03:41,808.8,2570.41015625
2024-03-21 18:03:42,919.5,2697.7890625
2024-03-21 18:03:43,924.9,2827.1640625
