TIME,%CPU,MEM
2024-03-21 16:55:21,0.0,235.97265625
2024-03-21 16:55:22,0.0,235.97265625
2024-03-21 16:55:23,1.0,235.97265625
2024-03-21 16:55:24,2.0,235.97265625
2024-03-21 16:55:25,0.0,235.97265625
2024-03-21 16:55:26,0.0,235.97265625
2024-03-21 16:55:27,0.0,235.97265625
2024-03-21 16:55:28,1.0,235.97265625
2024-03-21 16:55:29,1.0,248.94140625
2024-03-21 16:55:30,1.0,235.984375
2024-03-21 16:55:31,0.0,235.984375
2024-03-21 16:55:32,0.0,235.984375
2024-03-21 16:55:33,0.0,235.984375
2024-03-21 16:55:34,1.0,235.984375
2024-03-21 16:55:35,0.0,235.984375
2024-03-21 16:55:36,0.0,235.984375
2024-03-21 16:55:37,126.8,421.04296875
2024-03-21 16:55:38,1517.2,656.66796875
2024-03-21 16:55:39,1432.0,792.8046875
2024-03-21 16:55:40,1339.4,886.8671875
2024-03-21 16:55:41,1201.4,1007.8046875
2024-03-21 16:55:42,995.7,1014.4921875
2024-03-21 16:55:43,782.0,1042.546875
2024-03-21 16:55:44,698.0,1042.703125
2024-03-21 16:55:45,685.1,1042.703125
2024-03-21 16:55:46,676.2,1042.703125
2024-03-21 16:55:47,687.0,1042.703125
2024-03-21 16:55:48,687.0,1042.703125
2024-03-21 16:55:49,683.3,1042.703125
2024-03-21 16:55:50,687.0,994.16796875
2024-03-21 16:55:51,685.0,994.16796875
2024-03-21 16:55:52,681.8,994.32421875
2024-03-21 16:55:53,692.1,1054.48046875
2024-03-21 16:55:54,697.1,1068.23046875
2024-03-21 16:55:55,687.7,1031.546875
2024-03-21 16:55:56,690.1,1031.703125
2024-03-21 16:55:57,684.1,1031.703125
2024-03-21 16:55:58,688.2,1031.703125
2024-03-21 16:55:59,682.1,1031.703125
2024-03-21 16:56:00,690.0,1032.171875
2024-03-21 16:56:01,680.1,1007.73828125
2024-03-21 16:56:02,707.0,1034.61328125
2024-03-21 16:56:03,691.0,995.4296875
2024-03-21 16:56:04,620.0,995.5859375
2024-03-21 16:56:05,7.0,1056.5234375
2024-03-21 16:56:06,1.0,995.8203125
2024-03-21 16:56:07,0.0,995.8203125
2024-03-21 16:56:08,1.0,995.8203125
2024-03-21 16:56:09,1.0,995.8203125
2024-03-21 16:56:10,0.0,995.9765625
2024-03-21 16:56:11,204.6,1104.2578125
2024-03-21 16:56:12,685.0,1104.4140625
2024-03-21 16:56:13,703.0,1115.5078125
2024-03-21 16:56:14,690.0,1075.8828125
2024-03-21 16:56:15,687.0,998.4921875
2024-03-21 16:56:16,683.0,998.8046875
2024-03-21 16:56:17,676.0,1012.3984375
2024-03-21 16:56:18,683.1,998.7578125
2024-03-21 16:56:19,686.0,998.7578125
2024-03-21 16:56:20,690.1,998.7578125
2024-03-21 16:56:21,685.2,998.7578125
2024-03-21 16:56:22,690.0,1016.1015625
2024-03-21 16:56:23,683.0,999.015625
2024-03-21 16:56:24,680.2,1011.671875
2024-03-21 16:56:25,688.0,1011.671875
2024-03-21 16:56:26,684.0,999.49609375
2024-03-21 16:56:27,689.2,999.49609375
2024-03-21 16:56:28,682.1,999.65234375
2024-03-21 16:56:29,676.5,999.65234375
2024-03-21 16:56:30,685.1,1013.87109375
2024-03-21 16:56:31,682.7,1013.87109375
2024-03-21 16:56:32,700.0,1015.74609375
2024-03-21 16:56:33,687.0,999.875
2024-03-21 16:56:34,681.2,999.875
2024-03-21 16:56:35,682.1,999.875
2024-03-21 16:56:36,642.2,999.875
2024-03-21 16:56:37,2.0,999.875
2024-03-21 16:56:38,0.0,999.875
2024-03-21 16:56:39,229.6,1038.78125
2024-03-21 16:56:40,671.0,1038.78125
2024-03-21 16:56:41,673.0,1038.9375
2024-03-21 16:56:42,669.0,1039.09375
2024-03-21 16:56:43,674.1,1039.09375
2024-03-21 16:56:44,674.1,1039.09375
2024-03-21 16:56:45,666.2,1039.09375
2024-03-21 16:56:46,665.0,1002.5703125
2024-03-21 16:56:47,671.1,1002.5703125
2024-03-21 16:56:48,668.2,1002.5703125
2024-03-21 16:56:49,674.1,1014.2890625
2024-03-21 16:56:50,678.1,1147.12109375
2024-03-21 16:56:51,666.1,1147.12109375
2024-03-21 16:56:52,671.1,1147.12109375
2024-03-21 16:56:53,667.1,1147.12109375
2024-03-21 16:56:54,669.1,1147.12109375
2024-03-21 16:56:55,672.0,1147.12109375
2024-03-21 16:56:56,670.1,1147.12109375
2024-03-21 16:56:57,670.2,1147.12109375
2024-03-21 16:56:58,682.0,1147.27734375
2024-03-21 16:56:59,673.8,1147.27734375
2024-03-21 16:57:00,663.5,1147.27734375
2024-03-21 16:57:01,668.0,1147.27734375
2024-03-21 16:57:02,679.0,1147.27734375
2024-03-21 16:57:03,661.3,1147.27734375
2024-03-21 16:57:04,610.1,1160.87109375
2024-03-21 16:57:05,1.0,1147.20703125
2024-03-21 16:57:06,0.0,1147.20703125
2024-03-21 16:57:07,0.0,1147.20703125
2024-03-21 16:57:08,1.0,1147.20703125
2024-03-21 16:57:09,1.0,1147.20703125
2024-03-21 16:57:10,0.0,1147.20703125
2024-03-21 16:57:11,0.0,1147.20703125
2024-03-21 16:57:12,1.0,1147.20703125
2024-03-21 16:57:13,0.0,1147.20703125
2024-03-21 16:57:14,0.0,1147.20703125
2024-03-21 16:57:15,0.0,1147.20703125
2024-03-21 16:57:16,0.0,1147.20703125
